Rank,Year,Position,Name,Age,Wins,Losses,Winning_Percentage,Earned_Run_Average,Games_Played,Games_Started,Games_Finished,Complete_Games,Shutouts,Saves,Innings_Pitched,Hits_Allowed,Runs_Allowed,Earned_Runs,Home_Runs_Allowed,Walks_Allowed,Intentional_Walks_Allowed,Strikeouts,Hit_By_Pitch,Balks,Wild_Pitches,Batters_Faced,Adjusted_Earned_Run_Average,Fielding_Independent_Pitching,Walks_Hits_Per_Inning_Pitched,Hits_Per_Nine_Innings,Home_Runs_Per_Nine_Innings,Walks_Per_Nine_Innings,Strikeouts_Per_Nine_Innings,Strikeout_Walk_Ratio
13,2004,,Andrew Good,24,1,2,0.333,5.31,17,2,3,0,0,0,40.2,43,25,24,8,13,0,26,3,0,2,177,87,5.51,1.377,9.5,1.8,2.9,5.8,2
14,2004,,Brian Bruney,22,3,4,0.429,4.31,30,0,14,0,0,0,31.1,20,16,15,2,27,5,34,1,0,2,135,107,4.39,1.5,5.7,0.6,7.8,9.8,1.26
15,2004,,Jose Valverde,26,1,2,0.333,4.25,29,0,20,0,0,8,29.2,23,17,14,7,17,4,38,1,0,4,131,109,5.37,1.348,7,2.1,5.2,11.5,2.24
16,2004,,Mike Gosling,23,1,1,0.5,4.62,6,4,0,0,0,0,25.1,26,13,13,5,13,1,14,2,0,2,112,100,6.29,1.539,9.2,1.8,4.6,5,1.08
17,2004,,Scott Service,37,1,1,0.5,7.08,21,0,5,0,0,0,20.1,24,17,16,5,10,2,17,2,0,1,97,66,6.34,1.672,10.6,2.2,4.4,7.5,1.7
18,2004,,Brandon Villafuerte,28,0,3,0,4.05,20,0,6,0,0,0,20,25,9,9,2,14,2,13,1,0,0,96,115,5.3,1.95,11.3,0.9,6.3,5.9,0.93
19,2004,,Mike Fetters,39,0,1,0,8.68,23,0,6,0,0,1,18.2,23,22,18,2,14,2,14,1,0,4,94,54,5.35,1.982,11.1,1,6.8,6.8,1
20,2004,,Oscar Villarreal,22,0,2,0,7,17,0,4,0,0,0,18,25,14,14,3,7,1,17,1,0,5,84,67,4.66,1.778,12.5,1.5,3.5,8.5,2.43
21,2004,,Shane Nance,26,1,1,0.5,5.84,19,0,2,0,0,0,12.1,19,11,8,2,12,4,9,3,0,1,69,80,7.35,2.514,13.9,1.5,8.8,6.6,0.75
22,2004,,Matt Mantei,30,0,3,0,11.81,12,0,9,0,0,4,10.2,17,15,14,5,6,1,13,0,0,0,55,40,8.39,2.156,14.3,4.2,5.1,11,2.17
23,2004,,Chad Durbin,26,1,1,0.5,8.68,7,0,0,0,0,0,9.1,9,10,9,1,11,0,10,1,0,2,52,55,6.16,2.143,8.7,1,10.6,9.6,0.91
24,2004,,Shane Reynolds,36,0,1,0,4.5,1,1,0,0,0,0,2,6,6,1,0,2,0,0,0,0,0,14,119,6.05,4,27,0,9,0,0
25,2004,,Jeff Fassero,41,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,1.05,0,0,0,0,9,0
1,2003,SP,Miguel Batista,32,10,9,0.526,3.54,36,29,5,2,1,0,193.1,197,85,76,13,60,3,142,8,0,7,822,132,3.49,1.329,9.2,0.6,2.8,6.6,2.37
2,2003,SP,Brandon Webb,24,10,9,0.526,2.84,29,28,1,1,1,0,180.2,140,65,57,12,68,4,172,13,1,9,750,165,3.34,1.151,7,0.6,3.4,8.6,2.53
3,2003,SP,Elmer Dessens,32,8,8,0.5,5.07,34,30,1,0,0,0,175.2,212,107,99,22,57,6,113,4,2,3,781,92,4.41,1.531,10.9,1.1,2.9,5.8,1.98
4,2003,SP,Curt Schilling,36,8,9,0.471,2.95,24,24,0,3,2,0,168,144,58,55,17,32,2,194,3,0,4,673,159,2.66,1.048,7.7,0.9,1.7,10.4,6.06
5,2003,SP,Randy Johnson,39,6,8,0.429,4.26,18,18,0,1,1,0,114,125,61,54,16,27,3,125,8,1,1,489,110,3.58,1.333,9.9,1.3,2.1,9.9,4.63
6,2003,CL,Matt Mantei,29,5,4,0.556,2.62,50,0,44,0,0,29,55,37,17,16,6,18,1,68,2,0,1,220,180,3.07,1,6.1,1,2.9,11.1,3.78
7,2003,RP,Oscar Villarreal,21,10,7,0.588,2.57,86,1,14,0,0,0,98,80,40,28,6,46,10,80,3,2,3,422,182,3.69,1.286,7.3,0.6,4.2,7.3,1.74
8,2003,RP,Steve Randolph,29,8,1,0.889,4.05,50,0,9,0,0,0,60,50,28,27,7,43,3,50,2,2,4,271,116,5.13,1.55,7.5,1.1,6.5,7.5,1.16
9,2003,RP,Jose Valverde,25,2,1,0.667,2.15,54,0,33,0,0,10,50.1,24,16,12,4,26,2,71,2,0,2,204,219,2.91,0.993,4.3,0.7,4.6,12.7,2.73
10,2003,RP,Mike Myers,34,0,1,0,5.7,64,0,17,0,0,0,36.1,38,23,23,4,21,1,21,5,0,1,172,83,5.45,1.624,9.4,1,5.2,5.2,1
11,2003,,Andrew Good,23,4,2,0.667,5.29,16,10,0,0,0,0,66.1,74,42,39,15,16,3,42,3,0,3,289,89,5.56,1.357,10,2,2.2,5.7,2.63
12,2003,,John Patterson,25,1,4,0.2,6.05,16,8,3,0,0,1,55,61,39,37,7,30,5,43,2,0,4,252,78,4.87,1.655,10,1.1,4.9,7,1.43
13,2003,,Byung-Hyun Kim,24,1,5,0.167,3.56,7,7,0,0,0,0,43,34,17,17,6,15,0,33,4,0,0,181,132,4.64,1.14,7.1,1.3,3.1,6.9,2.2
14,2003,,Eddie Oropesa,31,3,3,0.5,5.82,47,0,9,0,0,0,38.2,38,27,25,3,27,2,39,2,1,3,180,81,4.27,1.681,8.8,0.7,6.3,9.1,1.44
15,2003,,Mike Koplove,26,3,0,1,2.15,31,0,5,0,0,0,37.2,31,11,9,3,10,1,27,5,0,1,157,219,3.83,1.088,7.4,0.7,2.4,6.5,2.7
16,2003,,Chris Capuano,24,2,4,0.333,4.64,9,5,2,0,0,0,33,27,19,17,3,11,1,23,6,0,3,139,102,4.36,1.152,7.4,0.8,3,6.3,2.09
17,2003,,Scott Service,36,0,2,0,4.91,18,0,7,0,0,1,18.1,21,10,10,1,2,1,18,0,0,1,77,97,2.1,1.255,10.3,0.5,1,8.8,9
18,2003,,Édgar González,20,2,1,0.667,4.91,9,2,1,0,0,0,18.1,28,10,10,3,7,2,14,0,0,2,85,97,4.78,1.909,13.7,1.5,3.4,6.9,2
19,2003,,Brady Raggio,30,0,0,0,6.48,10,0,4,0,0,1,8.1,9,6,6,1,6,1,8,0,0,0,38,75,4.83,1.8,9.7,1.1,6.5,8.6,1.33
20,2003,,Dennys Reyes,26,0,0,0,11.57,3,0,0,0,0,0,2.1,5,3,3,1,1,0,5,0,0,0,13,46,5.6,2.571,19.3,3.9,3.9,19.3,5
21,2003,,Ricky Bottalico,33,1,0,1,5.4,2,0,0,0,0,0,1.2,3,1,1,0,2,1,2,0,0,0,10,104,4.23,3,16.2,0,10.8,10.8,1
22,2003,,Bret Prinz,26,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,5,0,4.03,2,9,0,9,9,1
1,2002,SP,Randy Johnson,38,24,5,0.828,2.32,35,35,0,8,4,0,260,197,78,67,26,71,1,334,13,2,3,1035,195,2.66,1.031,6.8,0.9,2.5,11.6,4.7
2,2002,SP,Curt Schilling,35,23,7,0.767,3.23,36,35,0,5,1,0,259.1,218,95,93,29,33,1,316,3,0,6,1017,140,2.4,0.968,7.6,1,1.1,11,9.58
3,2002,SP,Miguel Batista,31,8,9,0.471,4.29,36,29,2,1,0,0,184.2,172,99,88,12,70,3,112,6,2,9,790,106,3.83,1.31,8.4,0.6,3.4,5.5,1.6
4,2002,SP,Rick Helling,31,10,12,0.455,4.51,30,30,0,0,0,0,175.2,180,94,88,31,48,6,120,6,1,7,751,101,4.81,1.298,9.2,1.6,2.5,6.1,2.5
5,2002,SP,Brian Anderson,30,6,11,0.353,4.79,35,24,1,0,0,0,156,174,86,83,23,32,3,81,1,5,2,659,95,4.47,1.321,10,1.3,1.8,4.7,2.53
6,2002,CL,Byung-Hyun Kim,23,8,3,0.727,2.04,72,0,66,0,0,36,84,64,20,19,5,26,2,92,6,0,2,343,223,2.69,1.071,6.9,0.5,2.8,9.9,3.54
7,2002,RP,Mike Koplove,25,6,1,0.857,3.36,55,0,15,0,0,0,61.2,47,24,23,2,23,4,46,0,0,1,249,136,3.01,1.135,6.9,0.3,3.4,6.7,2
8,2002,RP,Mike Myers,33,4,3,0.571,4.38,69,0,15,0,0,4,37,39,18,18,2,17,0,31,8,0,0,171,104,4.02,1.514,9.5,0.5,4.1,7.5,1.82
9,2002,RP,Greg Swindell,37,0,2,0,6.27,34,0,5,0,0,0,33,38,23,23,9,5,1,23,0,0,0,143,73,5.57,1.303,10.4,2.5,1.4,6.3,4.6
10,2002,RP,Mike Fetters,37,2,3,0.4,5.11,33,0,9,0,0,0,24.2,28,18,14,1,19,5,24,2,0,6,118,90,4.1,1.905,10.2,0.4,6.9,8.8,1.26
11,2002,,Mike Morgan,42,1,1,0.5,5.29,29,0,9,0,0,0,34,41,22,20,7,9,1,13,3,0,3,156,86,5.93,1.471,10.9,1.9,2.4,3.4,1.44
12,2002,,John Patterson,24,2,0,1,3.23,7,5,1,0,0,0,30.2,27,11,11,7,7,0,31,1,0,2,123,142,4.69,1.109,7.9,2.1,2.1,9.1,4.43
13,2002,,Matt Mantei,28,2,2,0.5,4.73,31,0,6,0,0,0,26.2,28,15,14,3,12,0,26,1,0,1,122,97,3.94,1.5,9.5,1,4.1,8.8,2.17
14,2002,,Eddie Oropesa,30,2,0,1,10.3,32,0,5,0,0,0,25.1,39,30,29,6,15,0,18,2,1,1,132,45,6.63,2.132,13.9,2.1,5.3,6.4,1.2
15,2002,,Todd Stottlemyre,37,0,2,0,7.52,5,4,1,0,0,0,20.1,26,17,17,4,7,0,12,0,0,0,92,61,5.37,1.623,11.5,1.8,3.1,5.3,1.71
16,2002,,Jose Parra,29,0,1,0,3.21,16,0,3,0,0,0,14,13,5,5,0,11,2,8,1,0,1,63,144,4.39,1.714,8.4,0,7.1,5.1,0.73
17,2002,,Bret Prinz,25,0,2,0,9.45,20,0,5,0,0,0,13.1,23,14,14,1,10,1,10,1,0,3,71,49,4.91,2.475,15.5,0.7,6.8,6.8,1
18,2002,,Duaner Sanchez,22,0,0,0,4.91,6,0,3,0,0,0,3.2,3,2,2,1,5,0,4,0,0,0,19,101,8.42,2.182,7.4,2.5,12.3,9.8,0.8
19,2002,,Armando Reynoso,36,0,0,0,10.8,2,0,1,0,0,0,1.2,3,2,2,0,1,0,2,0,0,1,9,50,2.36,2.4,16.2,0,5.4,10.8,2
20,2002,,Mark Grace,38,0,0,0,9,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,4,67,15.96,1,9,9,0,0,0
1,2001,SP,Curt Schilling,34,22,6,0.786,2.98,35,35,0,6,1,0,256.2,237,86,85,37,39,0,293,1,0,4,1021,157,3.11,1.075,8.3,1.3,1.4,10.3,7.51
2,2001,SP,Randy Johnson,37,21,6,0.778,2.49,35,34,1,3,2,0,249.2,181,74,69,19,71,2,372,18,1,8,994,188,2.13,1.009,6.5,0.7,2.6,13.4,5.24
3,2001,SP,Brian Anderson,29,4,9,0.308,5.2,29,22,1,1,0,0,133.1,156,93,77,25,30,2,55,1,1,2,571,90,5.36,1.395,10.5,1.7,2,3.7,1.83
4,2001,SP,Robert Ellis,30,6,5,0.545,5.77,19,17,1,0,0,0,92,106,61,59,12,34,2,41,4,2,3,413,81,5.09,1.522,10.4,1.2,3.3,4,1.21
5,2001,SP,Albie Lopez,29,4,7,0.364,4,13,13,0,2,2,0,81,74,36,36,10,24,2,69,0,0,1,329,117,3.84,1.21,8.2,1.1,2.7,7.7,2.88
6,2001,CL,Byung-Hyun Kim,22,5,6,0.455,2.94,78,0,44,0,0,19,98,58,32,32,10,44,3,113,8,1,5,392,159,3.66,1.041,5.3,0.9,4,10.4,2.57
7,2001,RP,Miguel Batista,30,11,8,0.579,3.36,48,18,6,0,0,0,139.1,113,57,52,13,60,2,90,10,0,6,581,139,4.48,1.242,7.3,0.8,3.9,5.8,1.5
8,2001,RP,Greg Swindell,36,2,6,0.25,4.53,64,0,18,0,0,2,53.2,51,27,27,12,8,2,42,0,0,1,214,104,4.84,1.099,8.6,2,1.3,7,5.25
9,2001,RP,Troy Brohawn,28,2,3,0.4,4.93,59,0,10,0,0,1,49.1,55,27,27,5,23,2,30,1,0,2,220,95,4.61,1.581,10,0.9,4.2,5.5,1.3
10,2001,RP,Bret Prinz,24,4,1,0.8,2.63,46,0,26,0,0,9,41,33,13,12,4,19,1,27,1,1,1,174,179,4.46,1.268,7.2,0.9,4.2,5.9,1.42
11,2001,,Erik Sabel,26,3,2,0.6,4.38,42,0,11,0,0,0,51.1,57,26,25,8,12,3,25,3,0,1,218,107,4.98,1.344,10,1.4,2.1,4.4,2.08
12,2001,,Armando Reynoso,35,1,6,0.143,5.98,9,9,0,0,0,0,46.2,58,32,31,13,13,2,15,4,0,1,207,79,7.12,1.521,11.2,2.5,2.5,2.9,1.15
13,2001,,Bobby Witt,37,4,1,0.8,4.78,14,7,0,0,0,0,43.1,36,23,23,6,25,1,31,3,0,2,193,98,5.36,1.408,7.5,1.2,5.2,6.4,1.24
14,2001,,Mike Morgan,41,1,0,1,4.26,31,1,9,0,0,0,38,45,20,18,2,17,4,24,0,0,2,168,110,3.81,1.632,10.7,0.5,4,5.7,1.41
15,2001,,Nick Bierbrodt,23,2,2,0.5,8.22,5,5,0,0,0,0,23,29,21,21,6,12,0,17,0,0,0,108,58,6.53,1.783,11.3,2.3,4.7,6.7,1.42
16,2001,,Russ Springer,32,0,0,0,7.13,18,0,9,0,0,1,17.2,20,16,14,5,4,0,12,0,0,2,79,67,6.05,1.358,10.2,2.5,2,6.1,3
17,2001,,Mike Mohler,32,0,0,0,7.24,13,0,5,0,0,0,13.2,14,11,11,3,9,0,7,0,0,1,61,66,6.85,1.683,9.2,2,5.9,4.6,0.78
18,2001,,Mike Koplove,24,0,1,0,3.6,9,0,1,0,0,0,10,8,7,4,1,9,1,14,2,0,1,50,134,4.85,1.7,7.2,0.9,8.1,12.6,1.56
19,2001,,Geraldo Guzmán,28,0,0,0,2.89,4,0,0,0,0,0,9.1,7,4,3,2,3,1,4,0,0,0,37,167,5.94,1.071,6.8,1.9,2.9,3.9,1.33
20,2001,,Matt Mantei,27,0,0,0,2.57,8,0,7,0,0,2,7,6,2,2,2,4,0,12,0,0,2,31,190,5.05,1.429,7.7,2.6,5.1,15.4,3
21,2001,,Eric Knott,26,0,1,0,1.93,3,1,0,0,0,0,4.2,8,9,1,0,0,0,4,2,0,0,25,259,2.62,1.714,15.4,0,0,7.7,0
22,2001,,Steve Finley,36,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,4,0,9.05,1,0,0,9,0,0
1,2000,SP,Randy Johnson,36,19,7,0.731,2.64,35,35,0,8,3,0,248.2,202,89,73,23,76,1,347,6,2,5,1001,181,2.53,1.118,7.3,0.8,2.8,12.6,4.57
2,2000,SP,Brian Anderson,28,11,7,0.611,4.05,33,32,0,2,0,0,213.1,226,101,96,38,39,7,104,3,4,1,876,118,5.07,1.242,9.5,1.6,1.6,4.4,2.67
3,2000,SP,Armando Reynoso,34,11,12,0.478,5.27,31,30,0,2,0,0,170.2,179,102,100,22,52,5,89,6,0,3,730,91,4.79,1.354,9.4,1.2,2.7,4.7,1.71
4,2000,SP,Curt Schilling,33,5,6,0.455,3.69,13,13,0,4,1,0,97.2,94,41,40,10,13,0,72,0,0,0,388,130,3.39,1.096,8.7,0.9,1.2,6.6,5.54
5,2000,SP,Omar Daal,28,2,10,0.167,7.22,20,16,1,0,0,0,96,127,88,77,17,42,11,45,7,1,0,460,66,6.03,1.76,11.9,1.6,3.9,4.2,1.07
6,2000,SP,Todd Stottlemyre,35,9,6,0.6,4.91,18,18,0,0,0,0,95.1,98,55,52,18,36,2,76,2,1,2,408,98,5.19,1.406,9.3,1.7,3.4,7.2,2.11
7,2000,CL,Matt Mantei,26,1,1,0.5,4.57,47,0,38,0,0,17,45.1,31,24,23,4,35,1,53,2,0,5,200,105,4.39,1.456,6.2,0.8,6.9,10.5,1.51
8,2000,RP,Mike Morgan,40,5,5,0.5,4.87,60,4,15,0,0,5,101.2,123,55,55,10,40,5,56,1,0,0,448,98,4.52,1.603,10.9,0.9,3.5,5,1.4
9,2000,RP,Greg Swindell,35,2,6,0.25,3.2,64,0,21,0,0,1,76,71,29,27,7,20,5,64,1,0,0,318,150,3.48,1.197,8.4,0.8,2.4,7.6,3.2
10,2000,RP,Byung-Hyun Kim,21,6,6,0.5,4.46,61,1,30,0,0,14,70.2,52,39,35,9,46,5,111,9,2,3,320,108,3.98,1.387,6.6,1.1,5.9,14.1,2.41
11,2000,RP,Dan Plesac,38,5,1,0.833,3.15,62,0,14,0,0,0,40,34,21,14,4,26,2,45,0,0,3,182,153,4.13,1.5,7.7,0.9,5.9,10.1,1.73
12,2000,,Russ Springer,31,2,4,0.333,5.08,52,0,10,0,0,0,62,63,36,35,11,34,6,59,2,0,3,282,94,5.28,1.565,9.1,1.6,4.9,8.6,1.74
13,2000,,Geraldo Guzmán,27,5,4,0.556,5.37,13,10,0,0,0,0,60.1,66,36,36,8,22,0,52,2,0,3,259,89,4.33,1.459,9.8,1.2,3.3,7.8,2.36
14,2000,,Vicente Padilla,22,2,1,0.667,2.31,27,0,12,0,0,0,35,32,10,9,0,10,2,30,0,0,0,143,208,2.28,1.2,8.2,0,2.6,7.7,3
15,2000,,Nelson Figueroa,26,0,1,0,7.47,3,3,0,0,0,0,15.2,17,13,13,4,5,0,7,0,0,2,68,65,6.52,1.404,9.8,2.3,2.9,4,1.4
16,2000,,Johnny Ruffin,28,0,0,0,9,5,0,2,0,0,0,9,14,9,9,4,3,1,5,0,0,0,43,55,8.8,1.889,14,4,3,5,1.67
17,2000,,Darren Holmes,34,0,0,0,8.53,8,0,3,0,0,1,6.1,12,6,6,1,1,0,5,1,0,0,32,62,4.56,2.053,17.1,1.4,1.4,7.1,5
1,1999,SP,Randy Johnson,35,17,9,0.654,2.48,35,35,0,12,2,0,271.2,207,86,75,30,70,3,364,9,2,4,1079,184,2.76,1.02,6.9,1,2.3,12.1,5.2
2,1999,SP,Omar Daal,27,16,9,0.64,3.65,32,32,0,2,1,0,214.2,188,92,87,21,79,3,148,7,2,3,895,125,4.23,1.244,7.9,0.9,3.3,6.2,1.87
3,1999,SP,Andy Benes,31,13,12,0.52,4.81,33,32,0,0,0,0,198.1,216,117,106,34,82,3,141,4,0,10,886,95,5.24,1.503,9.8,1.5,3.7,6.4,1.72
4,1999,SP,Armando Reynoso,33,10,6,0.625,4.37,31,27,1,0,0,0,167,178,90,81,20,67,7,79,6,1,7,730,105,5.06,1.467,9.6,1.1,3.6,4.3,1.18
5,1999,SP,Brian Anderson,27,8,2,0.8,4.57,31,19,4,2,1,1,130,144,69,66,18,28,3,75,1,2,0,549,100,4.45,1.323,10,1.2,1.9,5.2,2.68
6,1999,SP,Todd Stottlemyre,34,6,3,0.667,4.09,17,17,0,0,0,0,101.1,106,51,46,12,40,1,74,6,0,2,446,112,4.57,1.441,9.4,1.1,3.6,6.6,1.85
7,1999,CL,Matt Mantei,25,0,1,0,2.79,30,0,28,0,0,22,29,20,10,9,1,19,0,49,3,0,2,127,165,2.48,1.345,6.2,0.3,5.9,15.2,2.58
8,1999,RP,Greg Swindell,34,4,0,1,2.51,63,0,15,0,0,1,64.2,54,19,18,8,21,1,51,1,0,0,261,183,4.19,1.16,7.5,1.1,2.9,7.1,2.43
9,1999,RP,Gregg Olson,32,9,4,0.692,3.71,61,0,36,0,0,14,60.2,54,28,25,9,25,2,45,2,0,1,257,124,4.91,1.302,8,1.3,3.7,6.7,1.8
10,1999,RP,Darren Holmes,33,4,3,0.571,3.7,44,0,9,0,0,0,48.2,50,21,20,3,25,8,35,1,2,0,219,124,4.1,1.541,9.2,0.6,4.6,6.5,1.4
11,1999,RP,Dan Plesac,37,2,1,0.667,3.32,34,0,6,0,0,1,21.2,22,9,8,3,8,1,27,0,0,1,94,140,3.55,1.385,9.1,1.2,3.3,11.2,3.38
12,1999,,Bobby Chouinard,27,5,2,0.714,2.68,32,0,9,0,0,1,40.1,31,16,12,3,12,2,23,0,0,1,161,172,3.85,1.066,6.9,0.7,2.7,5.1,1.92
13,1999,,Vladimir Núñez,24,3,2,0.6,2.91,27,0,11,0,0,1,34,29,15,11,2,20,5,28,1,0,3,146,158,4.1,1.441,7.7,0.5,5.3,7.4,1.4
14,1999,,John Frascatore,29,1,4,0.2,4.09,26,0,10,0,0,0,33,31,16,15,6,12,4,15,1,0,0,136,113,5.77,1.303,8.5,1.6,3.3,4.1,1.25
15,1999,,Byung-Hyun Kim,20,1,2,0.333,4.61,25,0,10,0,0,1,27.1,20,15,14,2,20,2,31,5,1,4,121,100,4.56,1.463,6.6,0.7,6.6,10.2,1.55
16,1999,,Erik Sabel,24,0,0,0,6.52,7,0,1,0,0,0,9.2,12,7,7,1,6,2,6,2,0,1,48,73,5.72,1.862,11.2,0.9,5.6,5.6,1
17,1999,,Amaury Telemaco,25,1,0,1,7.5,5,0,3,0,0,0,6,7,5,5,2,6,1,2,0,0,0,28,64,9.8,2.167,10.5,3,9,3,0.33
18,1999,,Dan Carlson,29,0,0,0,9,2,0,1,0,0,0,4,5,4,4,0,0,0,3,0,0,0,18,55,1.63,1.25,11.3,0,0,6.8,0
19,1999,,Vicente Padilla,21,0,1,0,16.88,5,0,2,0,0,0,2.2,7,5,5,1,3,0,0,0,0,0,19,30,11.38,3.75,23.6,3.4,10.1,0,0
20,1999,,Ed Vosberg,37,0,1,0,3.38,4,0,0,0,0,0,2.2,6,1,1,0,0,0,2,0,0,0,13,152,1.63,2.25,20.3,0,0,6.8,0
1,1998,SP,Andy Benes,30,14,13,0.519,3.97,34,34,0,1,0,0,231.1,221,111,102,25,74,3,164,6,1,9,979,106,4.16,1.275,8.6,1,2.9,6.4,2.22
2,1998,SP,Brian Anderson,26,12,13,0.48,4.33,32,32,0,2,1,0,208,221,109,100,39,24,2,95,4,6,3,845,97,5.07,1.178,9.6,1.7,1,4.1,3.96
3,1998,SP,Omar Daal,26,8,12,0.4,2.88,33,23,4,3,1,0,162.2,146,60,52,12,51,3,132,3,1,0,664,146,3.47,1.211,8.1,0.7,2.8,7.3,2.59
4,1998,SP,Willie Blair,32,4,15,0.211,5.34,23,23,0,0,0,0,146.2,165,91,87,27,51,2,71,3,0,5,634,79,5.67,1.473,10.1,1.7,3.1,4.4,1.39
5,1998,SP,Amaury Telemaco,24,6,9,0.4,3.94,27,18,1,0,0,0,121,127,63,53,13,33,2,60,4,0,4,519,107,4.46,1.322,9.4,1,2.5,4.5,1.82
6,1998,SP,Jeff Suppan,23,1,7,0.125,6.68,13,13,0,1,0,0,66,82,55,49,12,21,1,39,1,0,2,299,63,5.32,1.561,11.2,1.6,2.9,5.3,1.86
7,1998,CL,Gregg Olson,31,3,4,0.429,3.01,64,0,49,0,0,30,68.2,56,25,23,4,25,1,55,1,0,2,281,140,3.43,1.18,7.3,0.5,3.3,7.2,2.2
8,1998,RP,Clint Sodowsky,25,3,6,0.333,5.68,45,6,10,0,0,0,77.2,86,56,49,5,39,5,42,7,2,4,357,74,4.67,1.609,10,0.6,4.5,4.9,1.08
9,1998,RP,Felix Rodriguez,25,0,2,0,6.14,43,0,23,0,0,5,44,44,31,30,5,29,1,36,1,2,5,207,69,5.03,1.659,9,1,5.9,7.4,1.24
10,1998,RP,Willie Banks,29,1,2,0.333,3.09,33,0,8,0,0,1,43.2,34,21,15,2,25,2,32,1,1,4,188,137,4.06,1.351,7,0.4,5.2,6.6,1.28
11,1998,RP,Alan Embree,28,3,2,0.6,4.11,35,0,11,0,0,1,35,33,18,16,5,13,0,24,1,0,3,150,103,4.82,1.314,8.5,1.3,3.3,6.2,1.85
12,1998,,Bobby Chouinard,26,0,2,0,4.23,26,2,9,0,0,0,38.1,41,23,18,5,11,2,26,0,0,5,169,100,4.34,1.357,9.6,1.2,2.6,6.1,2.36
13,1998,,Bob Wolcott,24,1,3,0.25,7.09,6,6,0,0,0,0,33,32,27,26,7,13,1,21,0,0,1,141,60,5.81,1.364,8.7,1.9,3.5,5.7,1.62
14,1998,,Russ Springer,29,4,3,0.571,4.13,26,0,13,0,0,0,32.2,29,16,15,4,14,1,37,1,0,3,140,103,3.84,1.316,8,1.1,3.9,10.2,2.64
15,1998,,Aaron Small,26,3,1,0.75,3.69,23,0,9,0,0,0,31.2,32,14,13,5,8,1,14,1,0,0,130,115,5.16,1.263,9.1,1.4,2.3,4,1.75
16,1998,,Joel Adamson,26,0,3,0,8.22,5,5,0,0,0,0,23,25,21,21,5,11,0,14,3,0,0,104,52,6.57,1.565,9.8,2,4.3,5.5,1.27
17,1998,,Scott Brow,29,1,0,1,7.17,17,0,5,0,0,0,21.1,22,17,17,2,14,2,13,0,0,0,98,59,5.11,1.688,9.3,0.8,5.9,5.5,0.93
18,1998,,Barry Manuel,32,1,0,1,7.47,13,0,3,0,0,0,15.2,17,14,13,5,14,3,12,1,0,0,79,57,8.63,1.979,9.8,2.9,8,6.9,0.86
19,1998,,Ben Ford,22,0,0,0,9.9,8,0,2,0,0,0,10,13,12,11,2,3,0,5,2,0,1,49,44,6.24,1.6,11.7,1.8,2.7,4.5,1.67
20,1998,,Vladimir Núñez,23,0,0,0,10.13,4,0,2,0,0,0,5.1,7,6,6,0,2,0,2,0,1,0,25,44,3.51,1.688,11.8,0,3.4,3.4,1
21,1998,,Chris Michalak,27,0,0,0,11.81,5,0,2,0,0,0,5.1,9,7,7,1,4,0,5,0,0,0,29,38,5.95,2.438,15.2,1.7,6.8,8.4,1.25
22,1998,,Efrain Valdez,31,0,0,0,4.15,6,0,2,0,0,0,4.1,7,2,2,2,1,0,2,0,0,0,20,110,8.91,1.846,14.5,4.2,2.1,4.2,2
23,1998,,Bryan Corey,24,0,0,0,9,3,0,2,0,0,0,4,6,4,4,1,2,0,1,1,0,0,20,51,8.14,2,13.5,2.3,4.5,2.3,0.5
24,1998,,Neil Weber,25,0,0,0,11.57,4,0,0,0,0,0,2.1,5,3,3,0,3,0,4,0,0,0,15,42,3.57,3.429,19.3,0,11.6,15.4,1.33
25,1998,,Ricky Pickett,28,0,0,0,81,2,0,0,0,0,0,0.2,3,6,6,0,4,0,2,0,0,1,9,8,15.14,10.5,40.5,0,54,27,0.5